105.ZBAO,ZBAO,105
105.SDIG,SDIG,105
105.IMUX,IMUX,105
105.ALFUW,ALFUW,105
106.GNL,GNL,106
105.DMRC,DMRC,105
107.GNS,GNS,107
106.HCI,HCI,106
105.ERAS,ERAS,105
105.INAB,INAB,105
105.SOFX,SOFX,105
105.ORKA,ORKA,105
106.QUAD,QUAD,106
107.FAS,FAS,107
107.BNKU,BNKU,107
106.EDR,EDR,106
105.ADMA,ADMA,105
105.SNSE,SNSE,105
106.UP,UP,106
105.OBLG,OBLG,105
105.EZGO,EZGO,105
105.LNZAW,LNZAW,105
106.GCTS_WS,GCTS_WS,106
105.EPSN,EPSN,105
105.BSGM,BSGM,105
105.FWONA,FWONA,105
105.GALT,GALT,105
107.CARU,CARU,107
105.ZBIO,ZBIO,105
106.EIX,EIX,106
105.MARA,MARA,105
105.INTW,INTW,105
105.LEE,LEE,105
106.EAT,EAT,106
105.CCG,CCG,105
107.SBEV,SBEV,107
106.RLX,RLX,106
105.DBVT,DBVT,105
105.BIOA,BIOA,105
106.EBS,EBS,106
105.NCEW,NCEW,105
105.INTJ,INTJ,105
107.SPYU,SPYU,107
105.GLSI,GLSI,105
105.HUBCW,HUBCW,105
105.FBLG,FBLG,105
105.RIGL,RIGL,105
105.IONS,IONS,105
105.PTIX,PTIX,105
105.MVIS,MVIS,105
105.ORIS,ORIS,105
105.TMDX,TMDX,105
105.PI,PI,105
105.IMNM,IMNM,105
106.MPW,MPW,106
105.AIRJW,AIRJW,105
105.ERIE,ERIE,105
105.CPRX,CPRX,105
105.LGND,LGND,105
105.UCL,UCL,105
105.ILAG,ILAG,105
107.SACH,SACH,107
105.WCT,WCT,105
105.LMB,LMB,105
105.ABP,ABP,105
105.SMLR,SMLR,105
105.VRPX,VRPX,105
105.AERT,AERT,105
105.JSPRW,JSPRW,105
105.TSVT,TSVT,105
105.ANNX,ANNX,105
105.ACLX,ACLX,105
106.AAM_WS,AAM_WS,106
105.MRVI,MRVI,105
105.DALN,DALN,105
105.ODD,ODD,105
107.USD,USD,107
107.CLDI,CLDI,107
105.CRMLW,CRMLW,105
105.MBCN,MBCN,105
107.AIM,AIM,107
105.APCX,APCX,105
105.CKPT,CKPT,105
105.LYRA,LYRA,105
105.PLRX,PLRX,105
105.CLRO,CLRO,105
105.WGMI,WGMI,105
105.NKTR,NKTR,105
106.AGM_A,AGM_A,106
106.CAVA,CAVA,106
105.PENN,PENN,105
105.RGLS,RGLS,105
105.TGTX,TGTX,105
105.BTCS,BTCS,105
105.PBBK,PBBK,105
105.WLGS,WLGS,105
105.ESEA,ESEA,105
105.LUCY,LUCY,105
105.BNIXR,BNIXR,105
105.DLPN,DLPN,105
105.RNA,RNA,105
105.RGTI,RGTI,105
105.NNNN,NNNN,105
105.BBNX,BBNX,105
107.LABU,LABU,107
105.AENT,AENT,105
106.RBLX,RBLX,106
105.PYXS,PYXS,105
106.TPL,TPL,106
107.STRW,STRW,107
105.TCBS,TCBS,105
105.AUPH,AUPH,105
105.POCI,POCI,105
105.ACIW,ACIW,105
105.GAME,GAME,105
105.YHNAR,YHNAR,105
105.MNST,MNST,105
107.MSTY,MSTY,107
105.SVREW,SVREW,105
105.ACONW,ACONW,105
105.CJJD,CJJD,105
106.SIG,SIG,106
105.COYA,COYA,105
105.CDLX,CDLX,105
105.CDNA,CDNA,105
105.INBX,INBX,105
106.YOU,YOU,106
105.STRM,STRM,105
105.TSL,TSL,105
106.BEDU,BEDU,106
107.WANT,WANT,107
105.SABSW,SABSW,105
105.NIXXW,NIXXW,105
107.RYDE,RYDE,107
105.DSYWW,DSYWW,105
106.SEI,SEI,106
105.GLDD,GLDD,105
105.APYX,APYX,105
105.LSBK,LSBK,105
107.SER,SER,107
107.DFEN,DFEN,107
105.PMEC,PMEC,105
105.PAL,PAL,105
105.RTC,RTC,105
106.NGL,NGL,106
105.NA,NA,105
105.RMBL,RMBL,105
107.BULZ,BULZ,107
107.HYLN,HYLN,107
105.MHLD,MHLD,105
105.PLMR,PLMR,105
105.CGON,CGON,105
105.AREB,AREB,105
107.NVW,NVW,107
105.LPBBU,LPBBU,105
106.GFL,GFL,106
105.RLAY,RLAY,105
105.SYRA,SYRA,105
105.EDIT,EDIT,105
105.FWONK,FWONK,105
105.CRDO,CRDO,105
105.FCBC,FCBC,105
107.SIM,SIM,107
105.GENK,GENK,105
106.AMPX_WS,AMPX_WS,106
105.SLDB,SLDB,105
105.RVMDW,RVMDW,105
107.EP,EP,107
105.IREN,IREN,105
106.FRO,FRO,106
107.BZQ,BZQ,107
105.RGS,RGS,105
107.ROBN,ROBN,107
105.SLNG,SLNG,105
107.PILL,PILL,107
105.EFOI,EFOI,105
105.LFMD,LFMD,105
105.INGN,INGN,105
106.LANV,LANV,106
105.GMHS,GMHS,105
105.MRVL,MRVL,105
105.FHTX,FHTX,105
105.PBMWW,PBMWW,105
105.MCRB,MCRB,105
105.TAYD,TAYD,105
105.CRWL,CRWL,105
105.FKWL,FKWL,105
105.SLRN,SLRN,105
105.SBGI,SBGI,105
106.TLYS,TLYS,106
105.CARG,CARG,105
105.BRKU,BRKU,105
107.FXP,FXP,107
105.PULM,PULM,105
106.AS,AS,106
106.LUMN,LUMN,106
105.KPLT,KPLT,105
105.TZOO,TZOO,105
105.SWAG,SWAG,105
105.ELAB,ELAB,105
105.RNAC,RNAC,105
107.TSW,TSW,107
106.KAR,KAR,106
106.PAM,PAM,106
105.UBX,UBX,105
105.RAPT,RAPT,105
106.DM,DM,106
105.JSPR,JSPR,105
105.JTAI,JTAI,105
105.TQQQ,TQQQ,105
105.PPBT,PPBT,105
105.ACET,ACET,105
106.GTLS,GTLS,106
106.ARL,ARL,106
105.MOBX,MOBX,105
105.KOPN,KOPN,105
107.ATNM,ATNM,107
105.ARCT,ARCT,105
105.SEZL,SEZL,105
107.UPRO,UPRO,107
107.ESBA,ESBA,107
105.PWP,PWP,105
105.UBRL,UBRL,105
107.KOLD,KOLD,107
107.UMAC,UMAC,107
107.SOXL,SOXL,107
105.NCNA,NCNA,105
105.NNE,NNE,105
106.AM,AM,106
105.PRTA,PRTA,105
105.FLYW,FLYW,105
106.BAC,BAC,106
105.MGRM,MGRM,105
105.RZLT,RZLT,105
105.BTMWW,BTMWW,105
105.SHLT,SHLT,105
107.SPXL,SPXL,107
105.ACTU,ACTU,105
107.FISK,FISK,107
105.VRA,VRA,105
105.XPEL,XPEL,105
105.WETO,WETO,105
105.AFBI,AFBI,105
105.REAL,REAL,105
107.LMBO,LMBO,107
105.CRDF,CRDF,105
106.CVNA,CVNA,106
106.RPT,RPT,106
105.CNTM,CNTM,105
105.ASTL,ASTL,105
105.OLLI,OLLI,105
105.DAPP,DAPP,105
105.LXRX,LXRX,105
105.CDTX,CDTX,105
106.ORN,ORN,106
107.MRT,MRT,107
106.WST,WST,106
105.ORGN,ORGN,105
107.UTSL,UTSL,107
107.MNRS,MNRS,107
107.CVNY,CVNY,107
105.CADL,CADL,105
106.UWMC_WS,UWMC_WS,106
106.EE,EE,106
107.WEBL,WEBL,107
106.BMA,BMA,106
105.VERO,VERO,105
106.KRMN,KRMN,106
105.PRCH,PRCH,105
106.CWAN,CWAN,106
105.QNCX,QNCX,105
105.CLYM,CLYM,105
106.CRS,CRS,106
106.GEL,GEL,106
105.ENTO,ENTO,105
106.VIST,VIST,106
107.TPOR,TPOR,107
105.GLTO,GLTO,105
105.BKCH,BKCH,105
105.EVER,EVER,105
106.NYC,NYC,106
106.BE,BE,106
105.RVMD,RVMD,105
105.ATAI,ATAI,105
105.RAIL,RAIL,105
105.SWIN,SWIN,105
105.CORZZ,CORZZ,105
106.FRGE,FRGE,106
105.CCCC,CCCC,105
105.CGTL,CGTL,105
105.BVS,BVS,105
105.CORZ,CORZ,105
105.BKYI,BKYI,105
105.WBD,WBD,105
105.GLYC,GLYC,105
105.PRTH,PRTH,105
105.LIDR,LIDR,105
107.LSF,LSF,107
106.CCO,CCO,106
107.FLYU,FLYU,107
105.RILY,RILY,105
106.SUPV,SUPV,106
105.PRME,PRME,105
105.ELUT,ELUT,105
105.BRNS,BRNS,105
106.KNTK,KNTK,106
105.RMSG,RMSG,105
106.CRBG,CRBG,106
105.WEST,WEST,105
106.AIG,AIG,106
107.QQQU,QQQU,107
105.MRSN,MRSN,105
105.GPCR,GPCR,105
105.ALNY,ALNY,105
107.CRPT,CRPT,107
105.MUU,MUU,105
105.INDV,INDV,105
105.DAVE,DAVE,105
106.GTLS_B,GTLS_B,106
107.UDOW,UDOW,107
105.NXST,NXST,105
105.TIL,TIL,105
105.EURKR,EURKR,105
105.IPXXW,IPXXW,105
105.AIRJ,AIRJ,105
106.BRBR,BRBR,106
105.TALK,TALK,105
107.SAA,SAA,107
107.DUSL,DUSL,107
105.BCAB,BCAB,105
105.BETR,BETR,105
105.AMCX,AMCX,105
105.SLXNW,SLXNW,105
106.HLN,HLN,106
106.AGX,AGX,106
107.EDZ,EDZ,107
105.NVDA,NVDA,105
105.BRLS,BRLS,105
105.SWKS,SWKS,105
105.TCRX,TCRX,105
107.UYG,UYG,107
105.SYPR,SYPR,105
105.AFRM,AFRM,105
105.ASTS,ASTS,105
107.LGL,LGL,107
105.MKTW,MKTW,105
107.PAPL,PAPL,107
105.TZUP,TZUP,105
105.DTST,DTST,105
106.LNG,LNG,106
105.CPSH,CPSH,105
105.ADN,ADN,105
105.PRTG,PRTG,105
105.OMAB,OMAB,105
105.TSLA,TSLA,105
105.TANH,TANH,105
105.BTCT,BTCT,105
105.LCNB,LCNB,105
105.TMCWW,TMCWW,105
105.TREE,TREE,105
106.OKE,OKE,106
107.MARO,MARO,107
105.PPTA,PPTA,105
105.SFM,SFM,105
106.GPMT,GPMT,106
105.AUR,AUR,105
107.VINE,VINE,107
107.NEWP,NEWP,107
105.DSGN,DSGN,105
105.ENTG,ENTG,105
106.ONON,ONON,106
105.OPTXW,OPTXW,105
107.DPST,DPST,107
105.MULL,MULL,105
107.MAGX,MAGX,107
106.NRGV,NRGV,106
107.RFIX,RFIX,107
107.OILU,OILU,107
105.EVLV,EVLV,105
106.MIR,MIR,106
106.VRN,VRN,106
106.NXDT_A,NXDT_A,106
105.BANL,BANL,105
105.CDRO,CDRO,105
105.CWST,CWST,105
105.VIVK,VIVK,105
106.LDI,LDI,106
105.AMLX,AMLX,105
106.AIN,AIN,106
105.COCH,COCH,105
105.BNTX,BNTX,105
105.AFRI,AFRI,105
105.CGEN,CGEN,105
105.OPRA,OPRA,105
105.DUOT,DUOT,105
106.GMRE,GMRE,106
105.CERS,CERS,105
105.EOLS,EOLS,105
105.LRMR,LRMR,105
107.COIW,COIW,107
107.CRF,CRF,107
105.SNDK,SNDK,105
105.VRNA,VRNA,105
107.BDRY,BDRY,107
105.CERO,CERO,105
106.PRM,PRM,106
105.STEP,STEP,105
105.ITOS,ITOS,105
105.MOLN,MOLN,105
107.SATO,SATO,107
106.JOBY,JOBY,106
105.CMMB,CMMB,105
106.BBAR,BBAR,106
105.VMEO,VMEO,105
105.TVTX,TVTX,105
105.OKUR,OKUR,105
105.CDXC,CDXC,105
105.DTSTW,DTSTW,105
105.BON,BON,105
105.RMBS,RMBS,105
105.AAPB,AAPB,105
105.PBPB,PBPB,105
105.ECDA,ECDA,105
105.VIRT,VIRT,105
105.NFXL,NFXL,105
105.KYMR,KYMR,105
107.ZOM,ZOM,107
106.PRSU,PRSU,106
107.FNGO,FNGO,107
105.UHG,UHG,105
107.AAPX,AAPX,107
106.GEF,GEF,106
105.CMPO,CMPO,105
105.KINS,KINS,105
105.AAPU,AAPU,105
105.AKAM,AKAM,105
105.BDTX,BDTX,105
105.RYTM,RYTM,105
105.MFH,MFH,105
107.NVDY,NVDY,107
106.AGM,AGM,106
105.MMSI,MMSI,105
105.BEAT,BEAT,105
105.ALT,ALT,105
105.SRPT,SRPT,105
106.SEE,SEE,106
105.NXPL,NXPL,105
105.QSIAW,QSIAW,105
106.EVH,EVH,106
105.YTRA,YTRA,105
105.QCML,QCML,105
105.ATLX,ATLX,105
105.MRM,MRM,105
105.LFVN,LFVN,105
105.PRSO,PRSO,105
107.KWT,KWT,107
105.TRUE,TRUE,105
107.ACU,ACU,107
105.AZI,AZI,105
105.ATAT,ATAT,105
105.INTS,INTS,105
107.TMF,TMF,107
106.RTO,RTO,106
105.CDZI,CDZI,105
107.BITQ,BITQ,107
105.SLS,SLS,105
105.SCLX,SCLX,105
105.MKZR,MKZR,105
105.NRSN,NRSN,105
105.LOOP,LOOP,105
105.AGIO,AGIO,105
106.QXO,QXO,106
105.CRESW,CRESW,105
106.GHM,GHM,106
107.IWFL,IWFL,107
106.BLK,BLK,106
105.TALKW,TALKW,105
105.TXRH,TXRH,105
105.COIN,COIN,105
105.GTBP,GTBP,105
105.TARK,TARK,105
106.TRAK,TRAK,106
106.KRG,KRG,106
105.ROIV,ROIV,105
105.AMZZ,AMZZ,105
107.CURE,CURE,107
105.AMRX,AMRX,105
106.RSI,RSI,106
105.VIR,VIR,105
105.NGNE,NGNE,105
105.RZLVW,RZLVW,105
105.IPXXU,IPXXU,105
105.PTGX,PTGX,105
105.MQQQ,MQQQ,105
105.AIHS,AIHS,105
105.GNSS,GNSS,105
106.HUM,HUM,106
107.HCWC,HCWC,107
105.MMYT,MMYT,105
105.ACXP,ACXP,105
106.TEO,TEO,106
107.STCE,STCE,107
105.QDTY,QDTY,105
105.SERA,SERA,105
105.SCYX,SCYX,105
106.WMB,WMB,106
105.VXRT,VXRT,105
105.STRR,STRR,105
105.KRYS,KRYS,105
106.DTM,DTM,106
106.CTRI,CTRI,106
106.BROS,BROS,106
106.KMI,KMI,106
105.CETY,CETY,105
105.PFX,PFX,105
105.ATEC,ATEC,105
105.OPTN,OPTN,105
105.ELVN,ELVN,105
105.BWMN,BWMN,105
105.IRTC,IRTC,105
105.ACHV,ACHV,105
105.VCEL,VCEL,105
106.ZETA,ZETA,106
105.GOSS,GOSS,105
105.BTBT,BTBT,105
105.CACC,CACC,105
105.PT,PT,105
105.HRMY,HRMY,105
105.CYBR,CYBR,105
105.DYN,DYN,105
107.TECL,TECL,107
106.RCL,RCL,106
105.YHC,YHC,105
106.NXDT,NXDT,106
105.FLDDW,FLDDW,105
105.RKLB,RKLB,105
105.SERV,SERV,105
107.UEC,UEC,107
107.WTIU,WTIU,107
107.NRXS,NRXS,107
106.USNA,USNA,106
107.TSLY,TSLY,107
105.KNSA,KNSA,105
105.SGD,SGD,105
106.EQT,EQT,106
107.TSLP,TSLP,107
105.STRL,STRL,105
105.CRGX,CRGX,105
106.JXN,JXN,106
106.BPT,BPT,106
106.UWMC,UWMC,106
105.TW,TW,105
105.QQQP,QQQP,105
105.FDBC,FDBC,105
107.MLPX,MLPX,107
105.FOLD,FOLD,105
107.NVOX,NVOX,107
105.AVDX,AVDX,105
106.X,X,106
105.MDXG,MDXG,105
106.NET,NET,106
105.CNTA,CNTA,105
106.BCSF,BCSF,106
105.NN,NN,105
105.KAVL,KAVL,105
106.FLUT,FLUT,106
105.VEEA,VEEA,105
105.HFFG,HFFG,105
105.STRS,STRS,105
106.DKL,DKL,106
105.SPYQ,SPYQ,105
105.FSTR,FSTR,105
105.CTRN,CTRN,105
106.GCTS,GCTS,106
106.MAN,MAN,106
107.CONY,CONY,107
105.BMEA,BMEA,105
105.ASMG,ASMG,105
107.JETU,JETU,107
105.CVKD,CVKD,105
105.AYTU,AYTU,105
106.MPLX,MPLX,106
106.LAZ,LAZ,106
107.IAUX,IAUX,107
107.HWM_,HWM_,107
105.SNOA,SNOA,105
107.NFLU,NFLU,107
105.SLAB,SLAB,105
106.ODV,ODV,106
107.ERX,ERX,107
107.URTY,URTY,107
105.STKS,STKS,105
106.FSK,FSK,106
105.INSM,INSM,105
105.TILE,TILE,105
105.AMZU,AMZU,105
106.TRGP,TRGP,106
106.MAIN,MAIN,106
105.SNTG,SNTG,105
106.GM,GM,106
106.AR,AR,106
107.IBLC,IBLC,107
106.LVWR,LVWR,106
106.KNOP,KNOP,106
107.EUAD,EUAD,107
105.ICG,ICG,105
107.UCC,UCC,107
106.CHWY,CHWY,106
106.MCK,MCK,106
105.XBIO,XBIO,105
107.LLYX,LLYX,107
105.ESCA,ESCA,105
105.TAIT,TAIT,105
106.ATMU,ATMU,106
105.ISPC,ISPC,105
105.NPCE,NPCE,105
105.GGAL,GGAL,105
107.DIG,DIG,107
107.EVI,EVI,107
107.LFGY,LFGY,107
106.GENI,GENI,106
106.OKLO,OKLO,106
107.QLD,QLD,107
105.IRON,IRON,105
107.TNA,TNA,107
105.HLNE,HLNE,105
105.OBIO,OBIO,105
105.MLAB,MLAB,105
105.CRSR,CRSR,105
105.ALTS,ALTS,105
105.NCRA,NCRA,105
106.MMM,MMM,106
105.REFR,REFR,105
105.ALVR,ALVR,105
105.MCHP,MCHP,105
105.VSTM,VSTM,105
105.TLN,TLN,105
107.ETHD,ETHD,107
105.DECO,DECO,105
106.PLYM,PLYM,106
105.AMOD,AMOD,105
107.SSO,SSO,107
105.ZIMV,ZIMV,105
105.AMPL,AMPL,105
106.R,R,106
105.HUHU,HUHU,105
107.MIDU,MIDU,107
107.EEV,EEV,107
106.SRFM,SRFM,106
105.CRBP,CRBP,105
105.NRIX,NRIX,105
105.SPCB,SPCB,105
105.AVDL,AVDL,105
106.MS,MS,106
105.REAX,REAX,105
105.NXGL,NXGL,105
107.USAI,USAI,107
106.VRT,VRT,106
105.VERI,VERI,105
105.AXGN,AXGN,105
106.KNX,KNX,106
105.APGE,APGE,105
105.PLBC,PLBC,105
105.UG,UG,105
105.CAKE,CAKE,105
105.SOHOO,SOHOO,105
106.BSX,BSX,106
106.MTZ,MTZ,106
105.IFRX,IFRX,105
105.PTH,PTH,105
106.MDV,MDV,106
106.HSBC,HSBC,106
105.AUUD,AUUD,105
107.ETQ,ETQ,107
106.LXFR,LXFR,106
105.BMRN,BMRN,105
106.FVRR,FVRR,106
105.CZNC,CZNC,105
105.AQST,AQST,105
105.ANY,ANY,105
105.LSCC,LSCC,105
106.GLW,GLW,106
105.PDEX,PDEX,105
107.TESL,TESL,107
105.CCLD,CCLD,105
106.BKKT,BKKT,106
105.BWIN,BWIN,105
106.SPOT,SPOT,106
107.FNGG,FNGG,107
107.HSBH,HSBH,107
105.ENGN,ENGN,105
106.MYE,MYE,106
106.PSFE,PSFE,106
105.DHC,DHC,105
105.SGMT,SGMT,105
105.SAIA,SAIA,105
106.PCG,PCG,106
106.PL,PL,106
106.SKYH,SKYH,106
105.IMAB,IMAB,105
105.METU,METU,105
107.ELLO,ELLO,107
105.OCUL,OCUL,105
105.UNTY,UNTY,105
105.FTLF,FTLF,105
107.MPU,MPU,107
106.SMR,SMR,106
106.PIPR,PIPR,106
106.BRK_A,BRK_A,106
105.AKRO,AKRO,105
